customer_id,signup_date,last_active_date,age,region,city_raw,customer_segment,acquisition_channel,product_plan,device_type,monthly_sessions,avg_monthly_spend,discount_pct,support_tickets_90d,satisfaction_score,estimated_income_czk,payment_method,churned,satisfaction_missing,city_clean
105198,2023-04-16,2026-04-23,22,brno,brno,young professional,organic search,basic,tablet,7,642.37,11.0,3,5.0,55600,bank_transfer,0,0,brno
105199,2023-01-19,2026-04-17,41,prague,prague,family,social media,plus,tablet,7,3214.93,0.5,3,6.8,46900,card,0,1,prague
105200,2024-07-14,2026-04-14,29,plzen,pilsen,family,referral,basic,desktop,8,1617.24,0.0,2,5.9,44600,card,0,0,plzen
105201,2023-02-21,2026-04-12,36,prague,prg,young professional,paid ads,plus,unknown,10,1081.93,32.5,3,4.7,50100,card,0,0,prague
105202,2022-11-04,2026-04-10,42,olomouc,olomouc,small business,paid ads,premium,mobile,13,2667.01,29.6,2,6.8,44300,bank_transfer,0,0,olomouc
105203,2023-10-11,2026-04-16,22,prague,prg,young professional,direct,plus,desktop,12,1909.11,3.2,1,9.0,37800,unknown,0,0,prague
105204,2025-10-22,2025-10-03,30,ostrava,ostrava,young professional,partner,plus,desktop,5,1279.25,11.0,2,6.5,44300,card,1,0,ostrava
105205,2024-10-21,2026-04-11,33,other,other,young professional,organic search,basic,mobile,4,232.6,13.7,1,6.8,15700,card,0,0,other
105206,2024-12-03,2026-03-25,43,liberec,liberec,young professional,organic search,plus,desktop,10,3212.43,6.5,4,7.1,77300,card,0,0,liberec
105207,2024-01-09,2026-04-21,52,prague,prague,family,direct,basic,unknown,6,419.27,18.3,2,7.5,37500,card,0,0,prague
105208,2025-01-26,2026-04-02,18,liberec,liberec,family,social media,basic,mobile,9,1519.56,24.7,0,8.1,60400,card,0,0,liberec
105209,2025-07-12,2026-03-22,29,brno,brno,retired,email campaign,plus,mobile,9,842.51,12.7,2,7.6,41400,paypal,0,0,brno
105210,2022-05-20,2026-04-13,36,other,other,young professional,paid ads,plus,mobile,7,609.31,28.4,3,6.0,39100,card,0,0,other
105211,2025-06-14,2026-04-07,36,brno,brno,young professional,paid ads,premium,mobile,8,1501.03,30.3,0,7.9,54300,card,0,0,brno
105212,2024-08-31,2026-04-08,43,ostrava,ostrava,student,referral,plus,mobile,11,1675.68,18.1,1,7.6,41700,unknown,0,0,ostrava
105213,,2026-04-15,22,brno,brno,young professional,paid ads,plus,desktop,9,2258.21,13.6,0,8.6,32000,card,0,0,brno
105214,2024-08-10,2026-04-29,35,plzen,plzeň,young professional,direct,business,mobile,21,11414.8,7.0,0,8.5,38100,bank_transfer,0,0,plzen
105215,2024-06-22,2026-04-09,33,prague,prg,young professional,organic search,business,desktop,10,8917.9,1.6,1,7.3,51700,card,0,0,prague
105216,2022-03-13,2026-03-24,47,other,other,young professional,partner,basic,tablet,8,1158.76,11.5,2,5.8,32900,bank_transfer,0,0,other
105217,2025-04-28,2026-04-22,39,plzen,plzen,family,direct,plus,desktop,10,4477.77,25.1,1,7.6,56700,cash,0,0,plzen
105218,2025-07-15,2026-04-25,32,other,other,young professional,social media,plus,desktop,11,2928.26,13.5,1,5.3,37300,paypal,0,0,other
105219,2025-09-06,2026-04-25,54,olomouc,olomouc,family,paid ads,plus,mobile,7,1301.87,20.6,1,5.5,94900,card,0,0,olomouc
105220,,2026-04-13,31,prague,praha,family,email campaign,business,desktop,24,5589.25,9.2,3,8.0,70500,bank_transfer,0,0,prague
105221,2025-06-09,2026-04-12,28,prague,praha,young professional,referral,basic,desktop,8,450.46,13.4,3,5.6,71600,bank_transfer,0,0,prague
105222,2024-12-01,2026-04-19,46,brno,brn,young professional,paid ads,plus,mobile,6,450.8,12.9,1,7.1,50500,bank_transfer,0,0,brno
105223,2024-06-01,2026-04-03,32,other,other,young professional,paid ads,basic,desktop,3,302.34,22.5,2,4.6,23300,bank_transfer,0,0,other
105224,2022-05-19,2026-04-07,39,other,other,student,organic search,plus,mobile,6,461.37,17.1,0,8.1,19000,card,0,0,other
105225,2023-09-07,2026-04-25,61,other,other,small business,referral,basic,mobile,13,947.16,7.0,0,6.6,54200,card,0,0,other
105226,2024-05-12,2026-04-08,32,ostrava,ostrava,young professional,paid ads,premium,desktop,6,1659.83,18.9,0,8.5,24800,card,0,0,ostrava
105227,2022-09-30,2026-04-10,25,prague,praha,young professional,organic search,basic,mobile,9,401.34,25.0,6,3.2,63600,card,0,0,prague
105228,2023-02-20,2026-04-04,35,prague,prague,young professional,organic search,premium,mobile,12,4913.42,3.2,2,8.2,42800,card,0,0,prague
105229,2023-05-21,2026-04-24,34,other,other,student,organic search,plus,mobile,5,351.63,4.4,1,6.0,12000,cash,0,0,other
105230,2024-01-03,2026-03-27,48,prague,praha,family,paid ads,basic,desktop,8,535.12,18.0,5,4.4,38400,bank_transfer,0,0,prague
105231,,2026-04-16,20,prague,prague,family,direct,premium,mobile,13,1981.29,16.7,1,8.5,34000,card,0,0,prague
105232,,2026-04-21,73,olomouc,olomouc,young professional,direct,basic,desktop,9,584.38,9.3,0,7.5,40000,card,0,0,olomouc
105233,,2026-04-11,29,prague,prg,family,organic search,premium,mobile,8,813.9,11.8,2,6.8,74000,bank_transfer,0,0,prague
105234,2022-12-08,2026-03-28,45,liberec,liberec,small business,organic search,basic,desktop,10,1347.81,7.5,0,6.7,61500,card,0,0,liberec
105235,2024-08-03,2026-04-17,50,prague,prague,family,referral,premium,mobile,16,2206.02,5.0,0,9.1,41600,card,0,0,prague
105236,2023-09-06,2026-03-17,40,brno,brno,retired,paid ads,basic,mobile,2,71.3,12.9,3,3.2,36900,paypal,0,0,brno
105237,2023-05-08,2026-04-26,46,prague,praha,young professional,paid ads,plus,mobile,9,3385.85,8.4,3,9.8,53600,card,0,0,prague
105238,2022-07-11,2025-12-30,39,liberec,liberec,small business,direct,basic,mobile,6,348.85,40.9,5,4.5,58900,card,1,0,liberec
105239,2023-05-14,2026-04-23,46,ostrava,ostrava,family,social media,plus,tablet,5,811.97,8.7,0,8.7,31900,card,0,0,ostrava
105240,2024-04-01,2026-04-16,32,prague,prg,small business,paid ads,premium,desktop,17,6922.35,20.9,0,6.8,125500,card,0,1,prague
105241,2025-06-10,2025-12-12,30,prague,prague,family,referral,basic,unknown,7,297.58,14.1,3,7.8,90100,bank_transfer,1,0,prague
105242,2022-08-15,2026-04-28,18,other,other,student,paid ads,basic,mobile,3,286.68,20.3,0,6.8,17600,card,0,1,other
105243,2025-10-26,2026-04-16,44,olomouc,olomouc,small business,organic search,premium,desktop,11,5429.67,9.9,3,6.8,110900,paypal,0,0,olomouc
105244,2022-05-19,2026-04-24,34,olomouc,olomouc,young professional,organic search,basic,mobile,3,340.72,7.2,1,6.8,40100,paypal,0,1,olomouc
105245,2024-05-05,2026-04-24,43,ostrava,ostrava,young professional,email campaign,basic,tablet,7,541.89,23.8,3,6.5,83600,card,0,0,ostrava
105246,,2026-04-28,34,brno,brno,student,organic search,basic,mobile,3,272.25,22.2,2,6.7,32800,card,0,0,brno
105247,2025-03-18,2026-04-11,54,liberec,liberec,small business,direct,basic,desktop,8,451.48,8.0,4,6.1,52300,card,0,0,liberec
105248,2025-02-12,2026-04-27,36,other,unknown,young professional,referral,premium,mobile,16,3933.31,3.9,1,8.4,40200,paypal,0,0,unknown
105249,2024-12-22,2026-04-15,30,prague,prg,retired,referral,premium,mobile,9,1032.87,4.1,0,8.9,21200,card,0,0,prague
105252,,2026-03-22,76,ostrava,ostrava,young professional,direct,basic,desktop,16,1158.09,22.8,3,6.8,85100,bank_transfer,0,1,ostrava
105254,,2026-03-13,22,other,unknown,family,direct,business,mobile,16,3181.65,11.9,2,7.6,79600,card,0,0,unknown
105255,2025-03-16,2026-04-15,41,liberec,liberec,young professional,referral,plus,mobile,13,1257.2,6.4,1,5.8,50200,card,0,0,liberec
105257,2024-11-17,2026-04-09,33,ostrava,ostrava,young professional,organic search,basic,mobile,11,810.66,4.0,1,7.8,40900,bank_transfer,0,0,ostrava
105259,2022-10-20,2026-04-27,37,olomouc,olomouc,family,direct,basic,mobile,9,707.47,19.7,2,7.0,31200,unknown,0,0,olomouc
105260,,2026-04-15,49,other,unknown,student,paid ads,basic,desktop,5,343.21,19.1,1,7.6,16600,card,0,0,unknown
105261,2025-06-21,2026-04-13,35,liberec,liberec,family,referral,premium,unknown,17,11718.11,10.4,1,8.5,51900,card,0,0,liberec
105262,2025-05-26,2026-04-26,40,ostrava,ostrava,young professional,organic search,premium,desktop,7,2741.35,15.0,1,8.3,42300,bank_transfer,0,0,ostrava
105263,2022-06-26,2026-04-09,38,plzen,pilsen,family,email campaign,basic,mobile,11,1114.41,9.9,0,7.7,49600,bank_transfer,0,0,plzen
105264,2025-08-15,2026-04-25,29,olomouc,olomouc,family,social media,premium,mobile,11,2164.6,12.0,0,7.8,53400,card,0,0,olomouc
105265,2022-02-27,2026-04-14,31,olomouc,olomouc,family,direct,premium,mobile,13,7183.15,10.7,1,10.0,36400,card,0,0,olomouc
105266,,2026-03-20,30,liberec,liberec,young professional,paid ads,plus,mobile,9,947.79,28.2,3,5.4,79900,card,0,0,liberec
105267,2024/13/01,2026-04-21,47,other,other,student,partner,business,mobile,16,4397.42,15.9,2,5.5,19100,card,0,0,other
105268,2025-08-04,2026-04-16,33,brno,brno,young professional,direct,premium,tablet,23,7496.77,5.4,0,9.4,36900,card,0,0,brno
105269,2024-09-03,2026-04-19,61,other,unknown,family,referral,basic,mobile,7,1372.08,2.1,3,6.1,36300,bank_transfer,0,0,unknown
105270,2025-02-02,2026-04-20,28,ostrava,ostrava,student,direct,premium,desktop,10,1407.05,14.1,3,6.4,18500,bank_transfer,0,0,ostrava
105271,2025-06-05,2026-04-15,28,other,unknown,family,referral,plus,mobile,9,1239.97,0.5,2,4.5,51100,cash,0,0,unknown
105272,,2026-04-13,24,plzen,plzen,young professional,email campaign,plus,mobile,10,1973.7,12.3,2,7.2,73900,bank_transfer,0,0,plzen
105274,,2026-04-24,31,brno,brno,young professional,paid ads,basic,mobile,9,835.44,12.9,3,7.3,59600,paypal,0,0,brno
105275,2025-04-24,2026-04-05,33,prague,prague,young professional,email campaign,plus,mobile,9,2149.04,19.8,4,4.1,53200,card,0,0,prague
105276,2022-09-09,2026-04-10,51,plzen,plzeň,small business,partner,basic,mobile,15,1295.77,9.1,2,5.4,122700,card,0,0,plzen
105277,2025-10-10,2026-04-15,36,liberec,liberec,small business,email campaign,premium,mobile,22,5091.35,13.0,1,9.3,46000,card,0,0,liberec
105278,2024-03-06,2026-04-24,33,olomouc,olomouc,family,partner,basic,mobile,12,872.68,7.9,0,8.8,48300,card,0,0,olomouc
105280,,2026-04-21,40,prague,prague,small business,referral,basic,mobile,10,819.88,13.9,3,5.4,163800,paypal,0,0,prague
105281,2024-03-26,2026-03-10,48,other,other,young professional,referral,plus,mobile,14,2714.53,0.0,1,6.1,34000,card,0,0,other
105282,2023-09-01,2026-04-14,49,prague,prague,family,organic search,basic,desktop,6,1775.08,16.7,0,7.6,41100,bank_transfer,0,0,prague
105283,2023-03-23,2026-04-14,44,brno,brno,small business,referral,business,mobile,20,11088.79,5.6,0,9.6,69700,paypal,0,0,brno
105284,2023-04-05,2026-04-22,50,brno,brn,small business,email campaign,plus,tablet,11,2445.91,10.5,2,6.2,83300,card,0,0,brno
105285,2024-08-25,2026-04-20,29,other,other,young professional,referral,plus,mobile,10,1306.75,14.5,3,6.8,74700,card,0,0,other
105286,2023-04-17,2026-04-09,36,liberec,liberec,young professional,partner,business,mobile,18,4465.08,25.6,0,6.6,53700,card,0,0,liberec
105288,2024-06-18,2026-03-18,39,prague,prg,student,referral,plus,mobile,5,459.96,0.0,0,7.1,24900,paypal,0,0,prague
105289,2024-07-11,2026-04-04,78,brno,brno,family,referral,premium,desktop,26,11264.28,3.3,1,9.9,46600,card,0,0,brno
105290,2022-05-17,2026-04-12,52,ostrava,ostrava,young professional,organic search,plus,mobile,10,1840.83,1.1,2,7.8,44500,cash,0,0,ostrava
105291,2023-01-02,2026-04-04,52,prague,prague,family,email campaign,plus,desktop,6,597.61,9.3,0,6.8,45600,card,0,0,prague
105292,2024-06-30,2026-04-26,34,plzen,plzen,small business,email campaign,basic,mobile,9,28159.311823561533,6.6,1,5.7,77600,paypal,0,0,plzen
105293,2022-07-03,2026-04-27,37,prague,prg,young professional,direct,basic,mobile,7,291.74,14.1,3,4.3,25900,paypal,0,0,prague
105294,2025-08-03,2026-01-01,48,other,unknown,young professional,direct,business,mobile,20,6040.85,9.2,1,8.9,21400,paypal,1,0,unknown
105295,2023-04-17,2026-04-17,58,other,other,family,email campaign,business,desktop,17,3934.76,4.6,0,8.5,25600,bank_transfer,0,0,other
105296,2025-10-30,2026-03-23,27,plzen,plzeň,young professional,direct,plus,desktop,14,4376.35,9.7,2,6.4,58800,bank_transfer,0,0,plzen
105297,2023-10-16,2026-04-20,32,brno,brno,young professional,organic search,premium,unknown,22,15227.68,9.0,0,9.2,60400,card,0,0,brno
105298,2024-01-19,2026-04-25,35,prague,prg,family,paid ads,plus,unknown,6,785.31,17.2,1,7.9,64100,bank_transfer,0,0,prague
105299,,2026-04-10,41,plzen,plzen,young professional,paid ads,basic,mobile,7,781.83,9.7,0,6.0,41900,card,0,0,plzen
105300,2024-03-12,2026-04-15,48,liberec,liberec,small business,email campaign,basic,mobile,11,1325.59,7.7,2,7.4,78600,card,0,0,liberec
105301,2025-06-27,2026-04-23,47,liberec,liberec,retired,paid ads,premium,desktop,5,718.01,20.7,3,5.5,19700,card,0,0,liberec
105302,,2026-04-12,44,ostrava,ostrava,young professional,referral,business,desktop,11,3603.21,0.0,2,8.3,30700,bank_transfer,0,0,ostrava
105303,2023-05-25,2026-03-27,28,prague,prg,family,referral,basic,mobile,3,179.8,35.6,3,4.6,93600,bank_transfer,0,0,prague
105304,2023-09-22,2026-04-12,36,prague,prague,student,email campaign,basic,mobile,6,969.42,20.6,1,7.4,46200,bank_transfer,0,0,prague
105305,,2026-04-11,21,prague,prague,young professional,social media,premium,mobile,17,5887.29,5.5,0,7.2,38600,card,0,0,prague
105306,2025-01-01,2026-03-24,51,prague,praha,small business,paid ads,basic,tablet,7,766.66,24.1,1,8.1,73400,card,0,0,prague
105307,2025-07-29,2026-03-16,38,prague,prague,young professional,organic search,plus,mobile,9,1307.91,20.7,2,6.9,63000,card,0,0,prague
105308,2024-07-04,2026-04-11,23,prague,prg,family,organic search,business,mobile,11,7196.53,9.8,0,9.5,83800,unknown,0,0,prague
105309,2025-10-15,2026-04-06,69,olomouc,olomouc,young professional,email campaign,plus,mobile,14,1236.71,23.4,1,7.9,36400,card,0,0,olomouc
105310,2024-10-30,2026-04-27,18,prague,prague,young professional,organic search,plus,mobile,9,1200.58,5.3,2,6.1,90600,bank_transfer,0,0,prague
105311,,2026-04-14,37,olomouc,olomouc,young professional,referral,basic,desktop,13,553.77,14.2,3,5.3,39600,bank_transfer,0,0,olomouc
105312,2022-06-01,2026-04-15,55,brno,brno,family,email campaign,basic,mobile,10,2711.59,6.4,4,4.0,28200,bank_transfer,0,0,brno
105313,2024-10-25,2026-03-20,32,liberec,liberec,young professional,paid ads,basic,desktop,5,596.91,17.5,0,6.2,70600,card,0,0,liberec
105314,2025-05-03,2026-04-15,40,prague,prg,student,social media,plus,mobile,4,381.04,22.7,2,4.6,34700,paypal,0,0,prague
105315,2025-07-30,2026-04-15,44,prague,prague,student,email campaign,business,desktop,16,4145.59,8.6,1,8.3,53100,paypal,0,0,prague
105316,2023-04-09,2026-04-10,18,prague,praha,retired,direct,plus,mobile,12,2135.67,8.6,0,9.0,32700,card,0,0,prague
105318,2022-09-28,2026-04-22,37,ostrava,ostrava,small business,email campaign,plus,mobile,16,1883.31,29.2,0,9.6,73700,card,0,0,ostrava
105319,2025-04-01,2025-10-04,37,plzen,plzeň,young professional,social media,basic,mobile,5,722.46,14.3,4,3.7,43700,cash,1,0,plzen
105320,2023-04-05,2026-04-17,20,other,other,family,referral,plus,mobile,12,4111.51,29.6,0,8.3,34800,card,0,0,other
105321,,2026-04-27,38,liberec,liberec,small business,paid ads,premium,desktop,17,4462.6,21.5,0,7.4,34400,card,0,0,liberec
105322,2025-07-29,2026-04-19,45,prague,praha,family,direct,basic,mobile,7,520.74,40.4,0,6.7,51100,paypal,0,0,prague
105323,,2026-04-25,55,brno,brn,student,organic search,plus,desktop,5,1231.55,7.1,1,5.7,43800,paypal,0,0,brno
105324,2022-12-17,2026-04-11,41,other,unknown,young professional,email campaign,basic,desktop,9,1314.42,14.7,1,6.7,45700,bank_transfer,0,0,unknown
105325,2023-03-10,2026-04-12,26,olomouc,olomouc,small business,organic search,basic,desktop,8,1629.91,11.6,2,6.9,81100,card,0,0,olomouc
105326,2024-05-01,2026-04-16,45,prague,prague,young professional,referral,basic,mobile,9,751.25,17.9,3,9.3,30600,card,0,0,prague
105327,,2026-04-16,47,other,unknown,family,organic search,basic,mobile,9,1978.16,9.2,0,7.6,56700,card,0,0,unknown
105328,2025-03-01,2026-04-20,36,ostrava,ostrava,student,referral,plus,mobile,9,3997.04,10.2,0,8.4,13200,bank_transfer,0,0,ostrava
105329,2022-03-28,2026-03-29,33,liberec,liberec,young professional,referral,business,mobile,23,9304.69,7.7,0,6.8,76600,card,0,1,liberec
105330,2022-07-02,2026-04-09,32,plzen,plzeň,young professional,email campaign,basic,tablet,11,1664.74,0.8,5,4.8,50100,card,0,0,plzen
105331,2023-01-03,2026-04-25,46,ostrava,ostrava,family,organic search,plus,tablet,9,1758.85,11.0,2,6.9,40300,card,0,0,ostrava
105333,2025-06-23,2026-04-19,42,other,other,family,referral,basic,mobile,12,2992.97,0.0,1,4.7,27900,card,0,0,other
105334,2023-11-01,2026-04-25,28,ostrava,ostrava,family,email campaign,plus,mobile,10,1911.99,7.9,1,4.6,67700,card,0,0,ostrava
105336,2022-05-29,2026-04-18,24,plzen,plzen,young professional,email campaign,basic,desktop,9,668.8,8.1,2,7.3,47600,bank_transfer,0,0,plzen
105337,2024-09-11,2026-04-20,30,prague,praha,young professional,social media,basic,mobile,3,289.92,3.8,2,7.4,68900,card,0,0,prague
105338,2024-05-01,2026-04-03,39,brno,brno,family,direct,basic,mobile,5,422.41,1.8,1,6.2,55600,card,0,0,brno
105339,2025-12-27,2026-04-26,28,ostrava,ostrava,family,social media,basic,desktop,6,945.7,23.9,0,6.4,64500,card,0,0,ostrava
105340,2023-09-20,2026-03-20,33,brno,brno,young professional,paid ads,plus,mobile,11,1476.9,33.6,0,7.5,42700,card,0,0,brno
105341,2023-03-22,2026-04-13,48,brno,brno,young professional,organic search,basic,desktop,7,355.34,21.7,5,4.3,86800,paypal,0,0,brno
105342,,2026-04-18,34,prague,prague,small business,email campaign,plus,desktop,12,2601.61,14.0,1,5.1,78300,card,0,0,prague
105343,2022-10-21,2026-04-12,33,prague,praha,young professional,partner,basic,mobile,7,989.06,3.9,0,8.2,36200,card,0,0,prague
105344,2025-03-12,2026-04-16,26,brno,brno,family,referral,basic,desktop,10,1175.67,2.7,2,10.0,43200,bank_transfer,0,0,brno
105345,2022-09-07,2026-04-17,31,brno,brno,retired,organic search,business,mobile,16,3029.31,22.6,1,7.0,22900,card,0,0,brno
105347,2024-08-05,2026-03-17,46,olomouc,olomouc,young professional,paid ads,premium,mobile,15,10149.15,10.7,1,7.9,47700,card,0,0,olomouc
105349,2025-08-18,2025-12-28,48,prague,prg,small business,paid ads,basic,mobile,7,449.23,29.6,5,3.5,91100,card,1,0,prague
105350,2024-11-14,2026-04-24,33,plzen,plzeň,young professional,email campaign,plus,unknown,10,3556.62,9.0,2,8.2,65600,card,0,0,plzen
105351,2024-02-28,2026-04-17,37,brno,brn,family,paid ads,basic,desktop,6,364.85,27.9,0,5.8,43600,card,0,0,brno
105352,2024-09-10,2026-04-17,47,brno,brn,family,partner,premium,desktop,12,3413.53,26.6,2,7.9,38800,paypal,0,0,brno
105353,2024-06-07,2026-04-19,67,ostrava,ostrava,family,paid ads,basic,desktop,5,337.55,15.0,3,5.3,39500,unknown,0,0,ostrava
105354,2024-06-08,2026-04-20,45,ostrava,ostrava,retired,organic search,basic,mobile,3,288.88,7.1,1,7.5,22900,bank_transfer,0,0,ostrava
105355,2022-03-11,2026-03-19,32,plzen,pilsen,retired,email campaign,basic,desktop,6,563.26,24.8,1,7.8,45300,paypal,0,0,plzen
105356,2023-09-17,2026-04-14,40,ostrava,ostrava,student,organic search,plus,desktop,12,2524.57,15.4,2,7.3,50500,paypal,0,0,ostrava
105357,2024-05-24,2026-04-26,43,plzen,plzeň,family,organic search,business,mobile,14,7213.38,9.5,1,7.9,37000,card,0,0,plzen
105358,2025-02-09,2026-04-13,20,other,unknown,family,paid ads,plus,desktop,5,724.66,32.2,4,4.0,54900,card,0,0,unknown
105359,2025-10-19,2026-04-10,24,other,other,retired,direct,premium,mobile,10,2385.23,8.3,3,5.7,27100,paypal,0,0,other
105361,2023-04-16,2026-04-01,45,ostrava,ostrava,small business,direct,basic,mobile,13,2101.71,2.5,4,5.0,81600,card,0,0,ostrava
105362,,2026-04-17,43,prague,prg,family,direct,plus,mobile,6,1358.54,4.4,5,6.7,81700,card,0,0,prague
105364,2023-10-23,2026-04-19,33,olomouc,olomouc,young professional,organic search,plus,mobile,11,1571.93,9.8,2,6.3,24200,bank_transfer,0,0,olomouc
105365,2024-01-09,2026-03-30,52,prague,praha,family,paid ads,basic,mobile,2,173.22,25.3,2,5.8,53400,card,0,0,prague
105366,,2026-04-29,62,prague,prague,young professional,direct,basic,tablet,9,871.72,11.7,3,6.4,44400,bank_transfer,0,0,prague
105367,2024-05-21,2026-04-08,30,prague,prg,family,referral,plus,mobile,13,3611.54,2.3,0,8.8,45600,card,0,0,prague
105368,2022-07-11,2026-04-23,22,brno,brno,small business,unknown,plus,desktop,15,1741.3,14.5,0,7.1,134800,card,0,0,brno
105370,,2026-04-24,49,brno,brn,family,referral,basic,mobile,12,804.5,21.6,0,7.5,54400,bank_transfer,0,0,brno
105371,2022-12-11,2026-04-24,47,plzen,pilsen,young professional,organic search,basic,mobile,7,519.42,17.4,3,5.1,38000,card,0,0,plzen
105372,,2026-04-14,40,plzen,plzeň,young professional,direct,plus,mobile,8,1081.36,8.8,0,6.8,48200,unknown,0,1,plzen
105373,2024-10-05,2026-03-26,18,prague,praha,student,organic search,business,unknown,13,3525.96,8.4,2,7.5,49000,card,0,0,prague
105374,,2026-04-23,29,prague,praha,student,partner,basic,mobile,6,424.83,7.2,2,6.8,21500,card,0,1,prague
105375,2022-07-22,2026-04-20,52,other,other,young professional,paid ads,premium,mobile,12,3308.75,21.5,2,6.7,33800,card,0,0,other
105376,2023-07-27,2025-11-22,18,ostrava,ostrava,student,unknown,basic,desktop,2,634.84,15.5,3,5.4,32100,card,1,0,ostrava
105377,2022-07-11,2026-04-11,38,brno,brno,student,social media,basic,mobile,8,685.55,22.5,0,8.7,22500,card,0,0,brno
105378,2022-01-05,2026-04-26,31,liberec,liberec,young professional,social media,basic,desktop,8,432.02,2.3,1,7.0,54000,card,0,0,liberec
105379,2025-06-14,2026-04-12,46,prague,praha,young professional,organic search,plus,mobile,13,3010.67,17.4,0,8.8,58200,paypal,0,0,prague
105380,,2025-11-15,18,other,unknown,family,organic search,basic,desktop,4,227.62,18.2,3,5.8,60300,card,1,0,unknown
105381,,2026-04-18,34,olomouc,olomouc,family,paid ads,plus,tablet,8,1386.57,17.9,3,7.0,27400,card,0,0,olomouc
105382,2026-12-01,2026-04-18,40,prague,prg,young professional,paid ads,basic,desktop,6,596.2,14.3,1,7.0,33100,card,0,0,prague
105383,2023-03-19,2026-04-24,33,prague,prague,family,social media,basic,desktop,3,702.42,11.4,4,8.5,95200,card,0,0,prague
105384,2025-06-14,2026-04-05,46,prague,prague,small business,organic search,basic,desktop,8,476.3,16.9,1,6.9,65400,card,0,0,prague
105385,2024-05-19,2026-04-28,18,brno,brn,young professional,social media,premium,mobile,17,4855.4,5.7,0,10.0,32000,card,0,0,brno
105386,2025-05-05,2026-03-10,23,brno,brn,family,organic search,basic,desktop,6,352.62,17.8,0,6.6,35800,cash,0,0,brno
105387,2023-08-08,2026-04-23,34,prague,prague,family,direct,basic,desktop,6,677.16,25.1,0,6.0,22900,card,0,0,prague
105388,,2026-04-17,42,brno,brn,family,direct,basic,mobile,5,1154.96,5.3,2,4.7,55400,bank_transfer,0,0,brno
105389,,2025-07-22,45,ostrava,ostrava,family,direct,basic,desktop,5,540.96,18.3,3,4.0,46300,bank_transfer,1,0,ostrava
105391,2022-01-30,2026-04-05,26,prague,praha,small business,organic search,plus,mobile,8,1871.43,15.2,1,6.8,267100,card,0,1,prague
105392,,2026-04-07,30,ostrava,ostrava,young professional,referral,plus,mobile,13,1609.17,2.9,3,5.7,31900,cash,0,0,ostrava
105393,2024-04-23,2026-04-13,52,olomouc,olomouc,family,email campaign,business,mobile,14,8021.2,14.0,0,6.8,43500,bank_transfer,0,1,olomouc
105394,2023-12-18,2026-04-10,64,other,unknown,young professional,paid ads,basic,mobile,7,920.16,35.5,4,5.2,50200,card,0,0,unknown
105395,2024-06-09,2026-04-27,46,ostrava,ostrava,small business,social media,basic,mobile,8,730.87,27.9,2,7.5,85500,card,0,0,ostrava
105396,2024-08-17,2026-04-14,42,prague,praha,small business,organic search,plus,desktop,13,2320.46,8.7,2,5.4,106100,card,0,0,prague
105397,2024-06-11,2026-04-06,23,plzen,plzen,small business,email campaign,premium,mobile,11,3484.54,19.9,1,7.9,83600,card,0,0,plzen
105398,2024-01-02,2026-04-24,41,other,other,young professional,organic search,plus,mobile,11,2508.44,18.5,1,4.8,56400,card,0,0,other
105399,2023-08-29,2026-04-21,18,other,unknown,student,direct,plus,mobile,7,1138.21,2.5,1,7.3,16900,bank_transfer,0,0,unknown
105400,2023-04-02,2026-04-01,55,liberec,liberec,small business,referral,basic,mobile,8,434.26,5.3,2,6.5,80700,card,0,0,liberec
105401,,2026-04-03,45,olomouc,olomouc,small business,paid ads,premium,desktop,11,1998.15,17.9,1,5.5,84500,bank_transfer,0,0,olomouc
105402,2023-11-29,2026-04-26,37,liberec,liberec,family,email campaign,plus,mobile,12,2856.12,18.1,2,5.1,29500,bank_transfer,0,0,liberec
105403,2023-11-05,2026-04-26,23,prague,prg,small business,paid ads,plus,unknown,11,3536.57,23.2,3,5.7,94900,paypal,0,0,prague
105404,,2026-04-12,40,ostrava,ostrava,family,email campaign,basic,desktop,8,548.4,14.7,3,5.9,46900,bank_transfer,0,0,ostrava
105406,,2026-04-19,34,prague,prague,small business,direct,plus,mobile,21,2246.98,9.8,0,8.2,65000,cash,0,0,prague
105407,2024-06-15,2026-04-22,43,other,other,student,partner,plus,mobile,7,965.4,16.0,2,6.7,10900,paypal,0,0,other
105408,2022-10-05,2026-04-17,29,prague,prg,young professional,social media,basic,mobile,7,1235.03,18.7,1,6.8,56200,card,0,1,prague
105409,2023-07-06,2026-04-11,37,prague,prg,student,referral,basic,mobile,7,273.95,0.0,0,6.8,17700,card,0,1,prague
105410,,2026-03-25,68,prague,prague,young professional,referral,basic,desktop,9,2270.16,6.3,1,8.2,50500,paypal,0,0,prague
105411,,2026-04-19,18,brno,brn,family,direct,business,unknown,17,4484.56,15.8,2,5.7,80100,card,0,0,brno
105412,2024-01-31,2026-04-20,28,ostrava,ostrava,young professional,referral,basic,desktop,4,592.57,14.6,2,4.0,65000,bank_transfer,0,0,ostrava
105414,,2026-04-02,31,liberec,liberec,student,organic search,plus,tablet,7,786.99,18.9,2,8.8,27700,paypal,0,0,liberec
105416,2023-02-09,2026-04-18,45,ostrava,ostrava,retired,paid ads,premium,mobile,11,3319.98,12.2,4,5.8,16100,card,0,0,ostrava
